hotel_name,hotel_url,review_date,review_item_user_review_count,review_score_badge,review_item_header_content,review_info_tag,review_staydate,review_sentence,review_label,review_traveler_type,review_time_of_travel,review_topic_annotated
Hampton Inn Hamburg,hampton-inn-hamburg.en-gb,9 December 2019,1 review,8.0,Very good,"['Leisure trip', 'Group', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",December 2019,The bathroom sliding doors did not accommodate privacy,0,Group,Winter,5
Hampton Inn Hamburg,hampton-inn-hamburg.en-gb,4 March 2019,1 review,10.0,Exceptional,"['Couple', 'Standard King Room - Non-Smoking ', 'Stayed 4 nights', 'Submitted via mobile']",March 2019,Water pressure in the shower was low,0,Couple,Spring,5
Hampton Inn Hamburg,hampton-inn-hamburg.en-gb,4 March 2019,1 review,10.0,Exceptional,"['Couple', 'Standard King Room - Non-Smoking ', 'Stayed 4 nights', 'Submitted via mobile']",March 2019,Hot water was not hot enough,0,Couple,Spring,5
The Harborfront Inn,the-harborfront-inn.en-gb,21 November 2018,1 review,9.6,Enjoyable  But to much money ,"['Leisure trip', 'Couple', 'Classic King Room with Balcony', 'Stayed 1 night']",November 2018,Smelled like mold,0,Couple,Fall,0
"Hampton Inn Albany-Western Ave/University Area, NY",holiday-inn-express-albany2.en-gb,28 September 2019,11 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Room with Sofa Bed', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,Shower head didnt adjust,0,Couple,Fall,5
Sleep Inn & Suites Monroe - Woodbury,sleep-inn-suites-monroe-woodbury.en-gb,6 September 2019,3 reviews,9.2,Sleep Inn  Suites Monroe ,"['Leisure trip', 'Couple', 'King Room - Non-Smoking', 'Stayed 1 night']",ptember 2019,the bed and towel smell is not cleaned ,0,Couple,Fall,0
Sleep Inn & Suites Monroe - Woodbury,sleep-inn-suites-monroe-woodbury.en-gb,20 February 2020,1 review,8.0,Very good,"['Leisure trip', 'Couple', 'King Room - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,Breakfast could have been better food felt like it was just reheated and walls are super thin the people in the room next to us were playing music late at night and we could clearly hear it through the walls,0,Couple,Winter,0
Town House Lodge,town-house-lodge.en-gb,6 August 2018,5 reviews,10.0,Nice stay overall,"['Leisure trip', 'Couple', 'Deluxe King Room', 'Stayed 4 nights', 'Submitted via mobile']",August 2018,Sheers for the windows to let some light into the rooms without having your whole room on display,0,Couple,Summer,6
Town House Lodge,town-house-lodge.en-gb,29 July 2018,6 reviews,10.0,Great place to stay  Convenient clean home away from home,"['Leisure trip', 'Couple', 'Deluxe King Room', 'Stayed 8 nights', 'Submitted via mobile']",July 2018,The only thing I did not like is that in our room we didnt have anywhere to store our clothing other than the place to hang our jackets dress shirts dress etc,0,Couple,Summer,6
Garden City Hotel,garden-city-llc.en-gb,2 August 2019,14 reviews,9.2,Great location and lovely staff,"['Leisure trip', 'Family with young children', 'Deluxe Double Room with Two Double Beds', 'Stayed 7 nights']",August 2019,No bath mat and rug was put back in the bathroom,0,Family with young children,Summer,5
Garden City Hotel,garden-city-llc.en-gb,13 August 2018,1 review,10.0,A must return for me,"['Leisure trip', 'Solo traveller', 'Deluxe King Room', 'Stayed 1 night', 'Submitted via mobile']",August 2018, There wasnt anything that I didnt like the only thing the fridge in the room didnt work,0,Solo traveler,Summer,6
Hampton Inn & Suites Lake Placid,hampton-inn-amp-suites-lakes-placid.en-gb,9 January 2020,1 review,9.0,Great locationlove the lakeviews,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds', 'Stayed 1 night']",January 2020,The drain in shower was slow we found it was clogged with heavy debris hair,0,Family with young children,Winter,5
Hampton Inn & Suites Lake Placid,hampton-inn-amp-suites-lakes-placid.en-gb,19 November 2018,7 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",November 2018,Heaterair unit was a little loud but worked well,0,Couple,Fall,0
The Duncan Inn,the-duncan-inn.en-gb,28 December 2019,1 review,8.0,Very good,"['With a pet', 'Leisure trip', 'Solo traveller', 'Queen Room', 'Stayed 3 nights', 'Submitted via mobile']",December 2019,HeaterAC is a bit loud,0,Solo traveler,Winter,0
The Greenwich Hotel,the-greenwich.en-gb,2 May 2019,1 review,10.0,Very comfortable and pampered,"['Business trip', 'Couple', 'Deluxe King Room', 'Stayed 2 nights']",April 2019,More lighting in bathrooms but that was only a small inconvenience,0,Couple,Spring,5
The Greenwich Hotel,the-greenwich.en-gb,25 March 2019,3 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'Superior Double Room', 'Stayed 2 nights', 'Submitted via mobile']",March 2019,The bathroom sink drain was super slow,0,Couple,Spring,5
